0.987017,0.00185348,0.0013951,-0.160598
0.955147,0.00312793,0.00206227,-0.296109
0.915205,0.00425926,0.00228915,-0.402959
0.874255,0.00460511,0.00247558,-0.485439
0.83794,0.00532277,0.00265968,-0.54573
0.809218,0.00541254,0.00278265,-0.587477
0.78075,0.00567657,0.00324715,-0.624809
0.754326,0.00542987,0.00313416,-0.656471
0.732574,0.00479916,0.00314243,-0.680663
0.713793,0.00466007,0.0033723,-0.700333
0.702253,0.00468451,0.00313221,-0.711905
0.69489,0.00426561,0.00415418,-0.719091
0.688048,0.00396616,0.00337153,-0.725647
0.677417,0.00540368,0.00276295,-0.735575
0.673669,0.00497806,0.00317604,-0.73901
0.675126,0.00460006,0.00358985,-0.737679
0.674848,0.00520382,0.00406744,-0.737927
0.675298,0.00499046,0.00462882,-0.737514
0.675488,0.00477795,0.00483578,-0.737339
0.673733,0.00499078,0.00544819,-0.738938
0.675965,0.00475689,0.00555303,-0.736897
0.67804,0.00556565,0.00604344,-0.734979
0.681667,0.00543665,0.00587072,-0.731619
0.68471,0.00573567,0.00523539,-0.728774
0.683009,0.00575904,0.00514096,-0.730369
0.678481,0.00577458,0.00487766,-0.734579
0.676637,0.00529639,0.00509885,-0.73628
0.677537,0.00560179,0.00434528,-0.735454
0.678025,0.00521031,0.00448767,-0.735007
0.679076,0.00550222,0.00359253,-0.734039
0.677906,0.00580077,0.00395765,-0.735115
0.676363,0.00567907,0.00476798,-0.736531
0.669498,0.00602833,0.00493448,-0.742773
0.6589,0.00536064,0.00510542,-0.752194
0.651063,0.00550493,0.00560415,-0.758983
0.647552,0.00596536,0.00527076,-0.76198
0.645147,0.00605556,0.00496084,-0.764019
0.643382,0.00605941,0.00465935,-0.765507
0.647282,0.00597312,0.00433352,-0.762215
0.656643,0.00493898,0.00424536,-0.754173
0.66203,0.00488081,0.00420378,-0.74945
0.664534,0.00552371,0.00405846,-0.747226
0.666352,0.00544917,0.00458533,-0.745603
0.6689,0.00572879,0.00400233,-0.74332
0.669012,0.0064327,0.00381998,-0.743214
0.669838,0.00620326,0.0034357,-0.742473
0.670178,0.00556936,0.00376421,-0.74217
0.669757,0.00554431,0.00406339,-0.742549
0.669731,0.00544588,0.00417576,-0.742572
0.669038,0.00543498,0.00463272,-0.743194
0.670874,0.00553567,0.00401621,-0.74154
0.672523,0.00556896,0.00407536,-0.740044
0.672382,0.00535981,0.00343138,-0.740177
0.667936,0.00507046,0.00380684,-0.744191
0.661522,0.00576574,0.00426883,-0.749892
0.656499,0.00516013,0.00475299,-0.754294
0.65446,0.00510951,0.00349273,-0.756072
0.650652,0.00539567,0.0036188,-0.759348
0.648236,0.00522185,0.00440389,-0.761409
0.646435,0.00572109,0.00518979,-0.76293
0.646429,0.00605691,0.00572847,-0.762929
0.648565,0.00587196,0.00600095,-0.761113
0.650592,0.00627295,0.00553634,-0.759381
0.651887,0.00663437,0.0053348,-0.758268
0.65084,0.00725934,0.00426457,-0.759168
0.647582,0.00681801,0.00387213,-0.761955
0.646815,0.00664274,0.00359849,-0.762609
0.647072,0.00643277,0.00421972,-0.76239
0.647574,0.00603318,0.0047161,-0.761964
0.647424,0.00634949,0.00494173,-0.762087
0.647288,0.00593304,0.00506189,-0.762205
0.646424,0.00601713,0.00461224,-0.762941
0.642465,0.00691352,0.00507051,-0.766267
0.639368,0.00767035,0.00490717,-0.768847
0.643323,0.00718563,0.00393073,-0.765551
0.649981,0.00699992,0.00337497,-0.759911
0.655799,0.00557917,0.00374135,-0.754906
0.65985,0.00522857,0.0037029,-0.75137
0.659845,0.00527327,0.00379562,-0.751374
0.656635,0.00496075,0.0043545,-0.75418
0.657262,0.00495523,0.00429154,-0.753634
0.660176,0.00538368,0.00393268,-0.751081
0.661158,0.00582221,0.00443621,-0.750211
0.663775,0.00545467,0.00428642,-0.747901
0.666824,0.00521663,0.00381677,-0.745187
0.669062,0.00477261,0.00414337,-0.74318
0.669885,0.00516125,0.00409003,-0.742436
0.669137,0.00582388,0.00439343,-0.743104
0.668947,0.00571176,0.00493212,-0.743272
0.667735,0.00531506,0.00633725,-0.744353
