1.00305,0.0144518,1.00296
0.871378,0.0144848,0.871265
0.841892,0.0145341,0.841774
0.836145,0.0145505,0.836026
0.838628,0.0145669,0.838509
0.849007,0.0145669,0.84889
0.845725,0.0145177,0.845608
0.836152,0.0147134,0.83603
0.837565,0.0153168,0.837434
0.843125,0.0159273,0.842984
0.839155,0.0154099,0.839022
0.845527,0.0148906,0.845403
0.843494,0.0143192,0.843379
0.839271,0.0137588,0.839165
0.84455,0.0133722,0.844451
0.851826,0.013602,0.851724
0.847752,0.0138624,0.847646
0.847902,0.013602,0.8478
0.846122,0.0131927,0.846026
0.847373,0.012974,0.84728
0.852143,0.0129556,0.852051
0.85536,0.0129372,0.855269
0.854657,0.0131565,0.854562
0.854033,0.0134078,0.853935
0.853423,0.0134964,0.853323
0.84473,0.0135317,0.844628
0.852788,0.0136893,0.852685
0.847942,0.0141349,0.847831
0.850967,0.0145669,0.85085
0.851515,0.0142859,0.851402
0.849229,0.0139652,0.849121
0.852929,0.013828,0.852824
0.845391,0.0138624,0.845284
0.841437,0.0138968,0.841329
0.843084,0.0141518,0.842973
0.842372,0.0144023,0.842257
0.843763,0.0142692,0.84365
0.841128,0.0139993,0.841019
0.840589,0.0139823,0.84048
0.84793,0.0142358,0.847818
0.848908,0.0144848,0.848792
0.848452,0.0145012,0.848336
0.849721,0.0145012,0.849605
0.847053,0.0141011,0.846943
0.843243,0.0134964,0.843141
0.844716,0.012974,0.844623
0.848494,0.0127889,0.848404
0.849793,0.0126577,0.849705
0.84895,0.0127328,0.848861
0.848445,0.0128075,0.848354
0.848076,0.0128632,0.847984
0.850277,0.0128261,0.850186
0.847605,0.0128632,0.847513
0.842657,0.0133006,0.842558
0.842804,0.0137067,0.842699
0.842429,0.0140503,0.842318
0.840333,0.0144023,0.840217
0.839326,0.0144023,0.83921
0.843235,0.0139481,0.843127
0.84344,0.0134787,0.843339
0.844996,0.0132468,0.844899
0.84823,0.0130473,0.848135
0.843058,0.013029,0.842964
0.844698,0.0131746,0.844601
0.839485,0.0133543,0.839385
0.842932,0.0136195,0.842829
0.83985,0.0138968,0.839742
0.841848,0.0137415,0.841742
0.846464,0.0134964,0.846363
0.843447,0.013602,0.843344
0.84457,0.0140333,0.844461
0.839462,0.0144023,0.839346
0.845183,0.0141011,0.845072
0.841017,0.0137761,0.840912
0.839602,0.0138107,0.839496
0.847503,0.0139993,0.847394
0.85212,0.0141011,0.852011
0.84697,0.0140503,0.846861
0.846549,0.0139993,0.84644
0.845835,0.0135669,0.845733
0.845457,0.013102,0.845362
0.84403,0.0131565,0.843934
0.84334,0.0135493,0.843237
0.847021,0.013828,0.846915
0.84606,0.0134078,0.84596
0.848802,0.0130107,0.848709
0.849505,0.0131202,0.84941
0.846775,0.0134078,0.846676
0.845944,0.0135844,0.845842
0.844953,0.013637,0.84485
0.844757,0.0137415,0.844653
0.849832,0.014118,0.849722
0.849806,0.0144683,0.849691
0.850927,0.0145832,0.85081
0.846141,0.0145669,0.846023
0.843104,0.0145012,0.842987
0.841608,0.014219,0.841495
0.837617,0.0139823,0.837508
0.845059,0.0139993,0.84495
0.843812,0.0140673,0.843701
0.846081,0.0141011,0.845971
0.842446,0.0140503,0.842336
0.844259,0.0139993,0.84415
0.845574,0.0137761,0.845469
0.842454,0.0135493,0.842352
0.844649,0.0133186,0.84455
0.849467,0.0130838,0.849372
0.851911,0.012974,0.851818
0.84971,0.0130473,0.849616
0.848635,0.0131202,0.848539
0.845866,0.0126011,0.845778
0.844008,0.0120992,0.843926
0.842051,0.0122752,0.841967
0.841511,0.0129003,0.841418
0.841814,0.01339,0.841713
0.846517,0.0134433,0.846417
0.848991,0.013461,0.848891
0.844887,0.0136719,0.844783
0.841173,0.0138968,0.841065
0.841108,0.0141349,0.840997
0.847095,0.0143026,0.846982
0.8459,0.0144023,0.845785
0.847611,0.0139652,0.847504
0.848402,0.0134787,0.848301
0.842403,0.0134787,0.842302
0.840425,0.0136719,0.840321
0.842952,0.0138796,0.842845
0.841318,0.0141854,0.841206
0.843273,0.0145341,0.843155
0.838806,0.0143026,0.838692
0.843202,0.0140503,0.843092
0.837446,0.0138968,0.837338
0.837559,0.0138624,0.837451
0.848929,0.013931,0.848821
0.852362,0.0142022,0.85225
0.854581,0.0145505,0.854465
0.853093,0.0142859,0.852981
0.85507,0.0138796,0.854964
0.846693,0.0137067,0.846588
0.839088,0.0138624,0.838981
0.839791,0.0139652,0.839682
0.83874,0.0135669,0.838637
0.840883,0.0131565,0.840786
0.838754,0.0132647,0.838655
0.843945,0.0136545,0.843841
0.847539,0.0139481,0.847432
0.839928,0.0140163,0.839818
0.838446,0.0140673,0.838335
0.844081,0.0140673,0.843971
0.843819,0.0141011,0.843709
0.841277,0.0142022,0.841165
0.841761,0.0143857,0.841646
0.843811,0.0145505,0.843693
0.847112,0.0145669,0.846995
0.844619,0.0145832,0.8445
0.842563,0.0144188,0.842447
0.84103,0.0141686,0.840918
0.838116,0.0139139,0.838007
0.842732,0.013602,0.842629
0.84417,0.0133006,0.844072
0.844561,0.0132827,0.844463
0.845324,0.0132647,0.845226
0.848519,0.0135669,0.848417
0.846236,0.0139993,0.846127
0.845632,0.0143525,0.845518
0.844337,0.0144353,0.844221
0.850494,0.0145177,0.850377
0.850505,0.0147296,0.850385
0.846805,0.0149545,0.846681
0.847826,0.0147458,0.847706
0.843782,0.0140842,0.843671
0.842557,0.013514,0.842455
0.841988,0.0139481,0.841879
0.85024,0.0143857,0.850126
0.849797,0.0140673,0.849687
0.845713,0.0134787,0.845613
0.844804,0.0130655,0.844709
0.840716,0.0131202,0.84062
0.837957,0.0131746,0.837859
0.839194,0.0132107,0.839096
0.835527,0.0132827,0.835428
0.839174,0.0133365,0.839075
0.840855,0.0134433,0.840754
0.840587,0.0135493,0.840484
0.848595,0.0139481,0.848487
0.852786,0.0143525,0.852673
0.843467,0.0142358,0.843354
0.837879,0.0139823,0.837769
0.840415,0.0137934,0.840308
0.83943,0.0135669,0.839327
0.844229,0.0133543,0.844129
0.848466,0.0138796,0.848359
0.845033,0.0143857,0.844917
0.84367,0.0143857,0.843555
0.844478,0.0141686,0.844367
0.843916,0.0138624,0.843809
0.841713,0.013461,0.841612
0.839023,0.013029,0.838928
0.842794,0.0131927,0.842697
0.84122,0.0133365,0.84112
0.840402,0.0136893,0.840297
0.845097,0.0141686,0.844985
0.84644,0.0145341,0.846323
0.845238,0.0143359,0.845124
0.842958,0.0141349,0.842846
0.845048,0.013931,0.84494
0.844142,0.0136893,0.844038
0.841202,0.0136719,0.841097
0.845612,0.0138452,0.845505
0.842505,0.0140333,0.842395
0.843858,0.0137067,0.843753
0.845269,0.0133722,0.845169
0.8449,0.0133543,0.844801
0.842629,0.0134964,0.842528
0.845524,0.0135844,0.845421
0.851106,0.0134078,0.851007
0.849352,0.0132468,0.849255
0.851341,0.0132288,0.851245
0.849383,0.0132107,0.849287
0.847083,0.0133543,0.846984
0.846452,0.0136195,0.846349
0.847235,0.0138968,0.847128
0.846074,0.0141011,0.845963
0.844886,0.0143525,0.844772
0.845291,0.0141686,0.84518
0.843407,0.0138452,0.8433
0.839945,0.0138452,0.839837
0.839635,0.0144353,0.839519
0.836375,0.015034,0.836248
0.838299,0.0146647,0.838178
0.843666,0.0142022,0.843554
0.848903,0.0140163,0.848794
0.845741,0.0140333,0.845632
0.851074,0.0139139,0.850968
0.849496,0.013461,0.849396
0.849185,0.0129923,0.849092
0.848537,0.0134433,0.848437
0.8482,0.0141011,0.84809
0.846649,0.0142022,0.846537
0.844393,0.013602,0.84429
0.845899,0.0130473,0.845805
0.854449,0.0134787,0.854349
0.855509,0.0139139,0.855403
0.85761,0.0138624,0.857505
0.851241,0.0135844,0.85114
0.843888,0.0133543,0.843788
0.8484,0.0133186,0.848301
0.846957,0.0132827,0.846859
0.849582,0.013461,0.849482
0.845266,0.0136893,0.845162
0.843014,0.013828,0.842907
0.843906,0.013931,0.843798
0.842297,0.013931,0.842189
0.844773,0.013514,0.844672
0.841092,0.0131202,0.840996
0.84209,0.0134964,0.841988
0.838873,0.014118,0.838761
0.839861,0.0142692,0.839747
0.846795,0.0136545,0.846692
0.847997,0.0130838,0.847902
0.84812,0.0136893,0.848016
0.845405,0.0143359,0.84529
0.845177,0.0144353,0.845061
0.84579,0.0142525,0.845677
0.847697,0.0140163,0.847588
0.848286,0.0136893,0.848182
0.843496,0.01339,0.843396
0.843871,0.0131927,0.843774
0.840374,0.0130107,0.840279
0.840846,0.0129187,0.840753
