-0.739335,0.0131184,-0.739335
-0.658308,-0.0763276,-0.658308
-0.577391,-0.163079,-0.577391
-0.49422,-0.230469,-0.49422
-0.412603,-0.299737,-0.412603
-0.331325,-0.357695,-0.331325
-0.244761,-0.406638,-0.244761
-0.171927,-0.469738,-0.171927
-0.123691,-0.558504,-0.123691
-0.0752159,-0.645745,-0.0752159
0.0333868,-0.719046,0.0333868
0.145256,-0.789565,0.145256
0.255986,-0.856928,0.255986
0.371025,-0.915224,0.371025
0.475222,-0.978353,0.475222
0.538044,-1.05761,0.538044
0.600977,-1.13507,0.600977
0.696368,-1.20054,0.696368
0.796778,-1.26504,0.796778
0.890211,-1.33112,0.890211
0.967695,-1.40699,0.967695
1.04414,-1.48187,1.04414
1.10214,-1.56875,1.10214
1.15714,-1.65795,1.15714
1.22772,-1.72122,1.22772
1.30464,-1.77302,1.30464
1.37287,-1.83431,1.37287
1.41633,-1.92158,1.41633
1.46394,-2.00567,1.46394
1.54424,-2.10741,1.54424
1.63384,-2.2041,1.63384
1.71606,-2.28616,1.71606
1.79345,-2.35599,1.79345
1.87355,-2.41953,1.87355
1.94472,-2.4691,1.94472
2.00945,-2.52434,2.00945
2.0934,-2.60423,2.0934
2.18207,-2.69126,2.18207
2.25224,-2.77252,2.25224
2.3023,-2.84155,2.3023
2.35227,-2.90959,2.35227
2.41419,-2.98955,2.41419
2.48275,-3.06481,2.48275
2.56277,-3.14968,2.56277
2.65651,-3.23237,2.65651
2.74239,-3.32576,2.74239
2.81471,-3.43452,2.81471
2.88611,-3.5417,2.88611
2.94515,-3.59954,2.94515
3.00555,-3.64687,3.00555
3.05601,-3.71703,3.05601
3.11322,-3.7952,3.11322
3.16263,-3.87869,3.16263
3.20286,-3.96022,3.20286
3.24636,-4.03448,3.24636
3.3007,-4.09292,3.3007
3.33909,-4.15879,3.33909
3.4035,-4.22272,3.4035
3.49749,-4.2989,3.49749
3.58552,-4.36647,3.58552
3.65464,-4.41632,3.65464
3.71655,-4.47324,3.71655
3.74462,-4.54014,3.74462
3.76369,-4.60588,3.76369
3.77825,-4.67621,3.77825
3.81944,-4.73086,3.81944
3.85415,-4.78597,3.85415
3.91689,-4.85678,3.91689
3.98306,-4.93334,3.98306
4.02316,-4.99695,4.02316
4.04313,-5.05234,4.04313
4.03955,-5.10103,4.03955
4.1084,-5.12447,4.1084
4.17912,-5.16445,4.17912
4.19979,-5.24011,4.19979
4.18511,-5.31427,4.18511
4.2062,-5.39278,4.2062
4.2169,-5.47042,4.2169
4.2181,-5.52644,4.2181
4.2579,-5.53704,4.2579
4.27407,-5.56141,4.27407
4.24329,-5.59515,4.24329
4.20926,-5.6133,4.20926
4.1839,-5.65698,4.1839
4.1912,-5.69693,4.1912
4.22128,-5.73034,4.22128
4.20099,-5.74205,4.20099
4.17876,-5.73568,4.17876
4.17824,-5.75729,4.17824
4.20716,-5.79189,4.20716
4.15805,-5.81036,4.15805
4.06598,-5.81576,4.06598
4.0024,-5.81505,4.0024
3.9527,-5.81317,3.9527
3.93906,-5.84124,3.93906
3.97019,-5.81248,3.97019
3.98975,-5.81332,3.98975
4.03151,-5.82372,4.03151
4.06791,-5.8078,4.06791
4.06524,-5.816,4.06524
4.08784,-5.82641,4.08784
4.09019,-5.8567,4.09019
4.12,-5.8954,4.12
4.14633,-5.91922,4.14633
4.13724,-5.95088,4.13724
4.15667,-5.97801,4.15667
4.17903,-5.94526,4.17903
4.15208,-5.94271,4.15208
4.09764,-5.96335,4.09764
4.04216,-6.01849,4.04216
4.085,-6.00539,4.085
4.11111,-6.00544,4.11111
4.10778,-5.97889,4.10778
4.07803,-5.96456,4.07803
4.01977,-5.91002,4.01977
3.96759,-5.87539,3.96759
3.93627,-5.82767,3.93627
3.89204,-5.79701,3.89204
3.84469,-5.76677,3.84469
